prompt,completion
【パスコード】Step4-2. パスコードの生成方法（自動生成／CSV）,"■パスコード生成方法について
【自動生成】と【任意のパスコードをアップロード（CSVファイル）】の2種類の方法があります。

※初期パスコード発行総数は、50,000枚です。（対象プラン：ビジネスプランのみ）

※対象プランの方は50,000件まで利用可能です。50,000件まで管理画面にて管理可能です。

50,000件以上のご利用の場合は別途お見積もりとなります。

ex)コンテンツA：10,000件設定、コンテンツB：40,000件設定した場合、合計50,000件となります。

コンテンツBを管理画面より削除した場合、40,000件設定ができます。


■自動生成する場合
英数字10桁のコードが自動生成されます。

1.設定方法

手順1.「パスコード生成方法」項目の「自動生成」を選択

手順2.「発行枚数」項目に、発行枚数を入力

※発行枚数が更新されると発行したパスコードがリセットされます。

2.注意事項

※発行枚数が更新されると発行したパスコードがリセットされます。
■CSVアップロードする場合
1.CSVフォーマットをダウンロードする

手順1.「パスコード生成方法」項目の「CSVアップロード」を選択

CSVアップロードを選択すると、アップロードボタン（＋CSVを選択）や、CSVフォーマットをダウンロードのリンク等が表示されます。

手順2.追加表示された、「CSVフォーマットをダウンロード」をクリックし、ダウンロード

※「ハ?スコート?サンフ?ル」と名前のついた.csvファイルがダウンロードされます。



2.パスコード機能で利用する、CSVを作成する

パスコード機能で利用するCSVは1列構成です。

1行目に「コード」と記入。2行目からパスコードを入力ください。

※対応文字：半角英字、半角数字、日本語（ひらがな、カタカナ、漢字）

※Unicode（文字コード）：UTF-8

手順1.ダウンロードしたフォーマットファイルを展開

手順2.2行目、3行目と、任意のパスコードを入力

※空の行がある場合は、行を削除してください。エラーの原因となります。


3.ファイルをアップロードする

手順1.「+CSVを選択」ボタンをクリックし、CSVファイルをアップロード



手順2.作成したパスコード数と発行枚数が合っているか確認

数が合っていない場合、アップロードしたファイルに不備がある可能性がございます。

CSVファイルを今一度ご確認ください。

■注意事項
※対応文字：半角英字、半角数字、日本語（ひらがな、カタカナ、漢字）

※Unicode（文字コード）：「UTF-8」にてcsvファイル作成をお願いします。

※ファイル内に空の「行」と「列」がある場合は、削除してください。エラーの原因となります。

※新しいCSVファイルがアップロードされると発行したパスコードがリセットされます。

※パスコード詳細での表示順はCSVに記載された上から順に表示されます。
こちらからもダウンロード可能です（サンプルCSVデータ）"
【パスコード】Step4-3. 有効期限,"■有効期限について
パスコードの有効期限を設定することができます。

パスコードの期限が切れるとコンテンツにアクセスできなくなります。

※取得済みクーポン類に関してもアクセスできなくなります。
■設定方法
手順1.「有効期限」項目の設定欄をクリックし、開始日時と終了日時を設定

■注意事項
パスコードの期限が切れるとコンテンツにアクセスできなくなるため、 

連携するキュリアコンテンツに、公開期間（ex.抽選/クーポン利用可能期間）を有効にされたい場合は、

対象コンテンツの公開期間より長い期間、または同期間のパスコード有効期限を設定ください。"
【パスコード】Step4-1. コンテンツ詳細,"■パスコード名（必須）
管理画面パスコードのコンテンツ一覧に表示されるコンテンツ名です。

※ブックマーク時にデフォルト表示される、ページタイトルも兼ねております。



■パスコード生成方法（必須）
■担当者（任意）
担当者メモとしてご利用ください。

※管理画面TOPに表示はされません。
■メモ（任意）
管理画面パスコードのコンテンツ一覧に表示されるメモです。



パスコードの値の設定や発行枚数、有効期限などの設定を行います。
設定方法
自動生成、CSVアップロードからお選びください。

詳細は別ページでご説明しております。
こちらをご参照ください。
https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/detail/1f65e0f316fa763c30c9172ac39fde252e7b2f91/
■有効期限
パスコードの有効期限（公開期間）を設定します。
別ページでご説明しております。
こちらをご参照ください。

https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/detail/61edb16bcfcc1cd2992e1166af40a41ca85148a5/

■クッキー日数
パスコードコンテンツ自体のクッキー日数を設定します。
運用方法によっては、コンテンツ連携先のクッキー日数を考慮して設定してください。"
【パスコード】Step5. テンプレート確認,"■メインデザインの変更

手順1.右側にある「編集」アイコンをクリック
1.TOPテキストを変更

手順1.「テキスト表示」を選択



手順2.テキスト欄をクリックし、テキストを入力

2.TOPテキストを画像に変更

手順1.「写真」を選択

写真を選択すると、TOP画像アップロードメニューが表示されます。

手順2.「+画像を選択」ボタンをクリックし、任意の画像をアップロード

※自動でリサイズされます。
3.「送信する」ボタンの画像を変更

手順1.「+画像を選択」ボタンをクリックし、任意の画像をアップロード

※画像サイズ：横200px、縦45px


4.注意事項テキストを変更

手順1.「注意事項」項目の入力欄をクリックし編集

※非公開にしたい場合は、「公開中スイッチ」をクリックし、「非公開」に変更ください。


画面のデザイン変更ができます。
ヘッダー、フッターの変更
別ページでご説明しております。
こちらをご参照ください。

■ヘッダー
https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/detail/c877653943de20ecd55ef9c3867d20d98e0e9499/

■フッター
https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/detail/072ad2991c5ff2fdb593ec871ba4051dd9698994/"
【パスコード】Step6. コンテンツ連携,"手順1.連携予定のコンテンツ名を入力



手順2.対象コンテンツを選択

コンテンツ名を入力すると、コンテンツ候補が表示されます。
コンテンツ候補から対象コンテンツを選択ください。
会員登録機能がONのコンテンツは候補に表示されません。

外部リンクコンテンツ連携の注意点
外部リンク先が誰でも閲覧できる環境である場合、URLに直接アクセスすると、
パスコードなしに閲覧ができますのでご注意ください。

パスコードを入力した先で表示させたいキュリアコンテンツを設定し連携させます。
設定方法"
【パスコード】パスコード詳細,"パスコード詳細から発行したパスコードの利用状況が確認できます。

1.各項目について
■コード：パスコードの値

■状態：「未使用」もしくは「使用済み」

■パスコード利用時刻：ユーザーがパスコードを入力して利用した日時

■コンテンツ連携先：パスコードコンテンツ作成時に設定した連携先

■結果：コンテンツ連携先での結果（当たり、ハズレ、1等、2等など）

■もぎり利用時刻：コンテンツ連携先にクーポンが設定されている場合、

クーポンが利用された（もぎられた）日時
2.CSV形式でのダウンロード
ダウンロードボタンをクリックするとCSV形式でのダウンロードが可能です。"
【パスコード】Step1. URL設定,"別ページでご説明しております。
こちらをご参照ください。
https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/detail/92ae5a0f74b88a61d901a626eba72d98beac332b/"
【パスコード】Step2.?背景画像をアップロード,"別ページでご説明しております。
こちらをご参照ください。
https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/detail/aba45f81e3c6710a0b29f6c234fbb953869356d5/"
【パスコード】Step3. QR生成,
【パスコード】Step7. プレビュー,"設定した内容が確認できる画面です。
設定方法
1.設定内容を確認してください。
2.修正があれば「戻る」で前の画面に戻ります。
3.コンテンツを完成させるには「完了」をクリックします。"
【パスコード|よくある質問】同じコンテンツで、複数のパスコードを入力（利用）することはできますか？,基本的には、1端末で同じコンテンツに対し複数のパスコードを入力することはできません。
【パスコード|ゴミ箱|よくある質問】パスコードは何件まで発行可能ですか？,"※対象プランの方は50,000件まで設定可能です。
50,000件以上のご利用の場合は別途お見積もりとなります。
お問い合わせくださいませ。

例)コンテンツA：10,000件設定、コンテンツB：40,000件設定した場合、合計50,000件となります。

コンテンツBを管理画面より削除→ゴミ箱より完全削除後、
あらたに40,000件設定できるようになります。

"
【NFC|ビジネス/ベーシックプラン|約款】,"NFC読み込みの様子

NFCチップを用いたサービス契約に関するご利用約款について
NFCチップを用いたサービス契約に関するご利用約款の詳細は以下をご確認ください。

【NFCチップを用いたサービス契約に関するご利用約款】
https://qlear.cloud/nfc_terms
NFCご利用方法についての一覧表（フローチャート式）
ダウンロード・印刷いただき自由にご活用ください。


NFCシールの納期・出荷スケジュールについて
毎週金曜日、正午12時に注文を締め、翌金曜日に着払いで発送いたします。
※上記以外の納期変更はいたしかねます。ご了承ください。
NFCシールのサイズについて

※提供させていただくNFC仕様（サイズ等）は変更になる場合もございます。
NFC発行方法は以下をご覧ください。
https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/detail/be6600695bd1000e17a1a4d122eae38755f1f4db/
NFCとは
NFC（Near Field Communication）とは、近距離でのみ利用できる無線通信の規格です。
NFCタグに、NFC対応スマートフォンを「かざす」ことで情報を取得することができます。

SuicaやPASMOといった交通ICカードもNFCの一種です。
キュリアのNFC発行について
スマートフォンに搭載されているNFC機能を利用し、キュリアで制作したコンテンツを、より手軽にスマートフォンに表示することが可能となります。
コンテンツを指定し、NFCを発行手続きいただければ、情報登録済みのNFCシールを発行させていただきます。

※利用枚数は毎月リセットされません。お客様にてご購入いただいた枚数のみがご利用いただけます。
NFCシールの注意事項
※NFC非対応機種では使用することはできません。対応端末をご確認ください。

※NFC対応機種でも、画面のロックを外した状態でなければNFCは反応しません。

※NFC対応機種にて使用する場合、機種のNFC機能がONになっている必要があります。

※アルミなどの金属面には対応しておりません。（反応しません。）

※アルミなどの金属面でご利用の場合は、金属対応（磁性体）シート等の上にNFCタグを貼りご利用ください。（環境によって精度は変化しますのでテストを御願い致します。）

※不用意に折り曲げたり強い力をかけないでください。破損の恐れがあります。 
対象プラン
ビジネス,ベーシックプラン"
【NFC|ビジネス/ベーシックプラン】NFC発行方法,"■NFC購入枚数と発行済み枚数の確認方法

管理画面の上部右側にあるメニュー「各種利用数▼」をクリックすると、
ご確認いただけます。（発行済み枚数／購入枚数）

※利用枚数は毎月リセットされません。
　お客様にてご購入いただいた枚数のみがご利用いただけます。

■ キュリア NFC発行の流れ
■ NFC発行方法

手順1. 管理画面TOPの左メニューにある、「NFC」を選択
手順2. NFCの発行枚数を入力

各コンテンツ横にある入力欄に、NFCを発行したい枚数を入力し、適応ボタンをクリックします。

※NFCへのコンテンツ埋め込みは、各コンテンツのTOPページのみです。　
　スタンプ取得用URLなどのNFC発行はできかねますので何卒ご了承ください。

手順3.発行したNFCの配送先を入力

郵便番号、住所、電話番号、部署名、担当者名を入力し、発行するボタンをクリックください。
※発行手続き完了後、1時間以内であればご入力情報の変更が可能です。
※確定後、１０営業日以内に着払いでお届けします。


金曜日正午12時に注文を締め、翌金曜日に着払いで発送"
【NFC|ビジネス/ベーシックプラン】NFC発行可能数の追加について,"■ NFC利用可能数について

NFC利用可能数は、管理画面右上「各種利用数」をクリックいただくと確認いただけます。
PV数などと違い、NFCの上限は月ごとにリセットされる枠ではありません。
利用数が不足する場合には追加のお申し込みが必要です。
■ NFC追加の申込方法

手順1. 左メニューの「NFC」を選択ください。NFC設定画面へ遷移します。




手順2. 右上にある「追加購入」ボタンをクリックください。
手順3. 購入するセット数を選択します。

NFC:500枚が1セットです。



手順4. クレジットカードの場合、カード情報を入力し、購入を確定ください。"
【NFC|よくある質問】NFCは毎月何枚利用できますか？,"利用枚数は毎月リセットされません。
お客様にてご購入いただいた枚数のみがご利用いただけます。

追加購入は、NFCメニューの管理画面内よりご購入ください。
銀行振込・クレジットカード決済をお選びいただけます。
"
【Amazonギフト券】,"Amazonギフト券の購入ができます。
お支払いは銀行振込の前払いとなります。
購入内容をご入力後、指定の銀行口座にお振り込みいただきます。
その後、ギフトコードの情報が記載されたCSVファイルをご納品いたします。

購入金額に加え、事務手数料を頂戴いたします。
また振込手数料はご負担ください。

ご購入いただいたギフトコードは、ギフトコンテンツでのコード設定でも
ご利用いただけます。
※ご納品したCSVファイルをキュリア管理画面にインポートするCSVのフォーマット沿って編集しご利用ください。

別ページでご説明しております。
こちらをご参照ください。
https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/detail/e131da5b0e8e4c3ec5be41f358ab9b0b05743194/
対象プラン
全プラン
購入から納品までの流れ
1.購入内容をご入力いただき、購入確定してください。

2.購入内容が記載されたメールがアカウントのIDで利用しているメールアドレス宛に届きます。

3.指定の銀行口座宛にお振り込みください。
お振込み完了後、「企業名／振込名義／振込日時」をsupport@qlear.cloudまでご連絡ください。

4.お振り込み内容を弊社で確認後、請求書をお送りいたします。

5.ギフトコードの情報が記載されたCSVデータをご納品いたします。
納品先：アカウントのIDで利用しているメールアドレス宛"
【Amazonギフト券】Amazonギフト券購入方法,"購入方法
1.Amazonギフト券のメニューをクリックします。

2.購入内容を入力します。

「一口あたりの金額」「数量」を入力します。
二口以降を追加する場合は「追加」をクリックすると項目が増えます。

不要になった項目があれば「ゴミ箱」をクリックすると削除できます。

購入内容を記入後「購入手続きへ進む」をクリックしてください。

3.購入確定を行います。
購入内容に誤りがないか確認いただき、修正する場合は「戻る」を
確定する場合は「購入を確定する」をクリックしてください。
キュリアの画面で行う作業は以上です。
購入金額と事務手数料の合計金額をお振込ください。
お振込み完了後、「企業名／振込名義／振込日時」をsupport@qlear.cloudまでご連絡ください。お振込みの確認をさせていただいた後、弊社より請求書をお送りします。
お振込先
PayPay銀行 
ビジネス営業部　005
普　2130121

**※「ジャパンネット銀行」は旧名称のため「PayPay銀行」までお振り込みください** "
【Amazonギフト券】キャンセル、返金、返品、交換について,"キャンセル、返金、返品、交換については一切お受けしておりません。
ご了承ください。

1回の購入手続きごとに事務手数料（3,300円）をいただいております。
購入内容の変更も承ることが出来ませんのでご了承ください。"
商標のチェックについて,Amazonギフトカード商標（ロゴなど）をガイドラインに則ってご利用いただけます。
【Amazonギフト券】発行できるギフトカードの種類について,"キュリアで発行できるタイプは**コードタイプ**のみになります。

カードタイプやEメールタイプのものは発行できません。

英数字16桁からなるコードと有効期限などが記載されたCSVデータをご納品させていただきます。"
【Amazonギフト券】ギフトコードの有効期限について,"CSV形式でご納品するギフトコードの有効期限はAmazonからの発行日から10年間になります。
お客様からご発注依頼ごとにAmazonへ発行手続きを行います。
**有効期限のご指定は出来ませんのでご承知おきください。**"
【ログ|グーグルアナリティクス】ログの定期送信,"【】
ログ（GA）のPDFレポートを指定した配信期間ごとに、キュリアのシステムから自動でメール送信できる機能です。
送信メールにPDFレポートが添付されます。
送信元アドレスはsupport@qlear.cloudで、変更はできません。

【使用例】
コンテンツAのログのPDFレポートを毎週月曜日の10時に
メールアドレスA,メールアドレスBに送信する。

【設定方法】
?ログ（GA）からレポートを送信したいコンテンツの詳細を表示させる
?「ログの定期送信」ボタンをクリック

?定期レポート設定を行う

■レポート配信期間
・月次：月に1回、指定した日時にレポート配信を行う
・週次：週に1回、指定した曜日、時間にレポート配信を行う

■配信日時
・月次：1日?31日の日付、0時?23時の時間を設定する
・週次：日?土の曜日、0時?23時の時間を設定する

■配信先メールアドレス
ログの定期レポートを指定したメールアドレス先に送信することができます。
複数メールアドレスを指定する場合は改行で区切ります。

※登録メールアドレス数：30件まで
※未設定の場合、現在ログインされているアカウントIDのメールアドレスに送信されます。


■件名
メールの件名を設定できます。

■本文
メールの本文を設定できます。末尾に下記の文章が加わります。

yyyy年mm月dd日?yyyy年mm月dd日のレポートをお送りします。
ご確認の程宜しくお願い致します。

※yyyy年mm月dd日の値は送信されるレポート期間に応じて変わります。


■ステータス
ON/OFF が選択できます。
一時的にレポート送信を止める場合はOFFにしてください。

?プレビューをクリック
内容に誤りがなければ保存をクリック
修正や取りやめる場合はキャンセルをクリック
"
【ログ||グーグルアナリティクス】(ログの種類について）,"【】
キュリア管理画面では、コンテンツのログ閲覧や、データ抽出（CSV）をしていただくことが可能です。

ログは2種類あります。
?キュリア独自のログ

コンテンツ一覧の右側、コンテンツごとにある「◯◯一覧」
フォームの回答内容や抽選結果などのログを取得することができます。
※即時データ反映

?GA（グーグルアナリティクス）から取得したデータを反映したログ

管理画面左端のメニュー、「ログ（GA）」クリック後表示されるページ
PV数やグーグル独自のロジックで算出した属性情報などを取得することができます。
グーグルアナリティクスのGA4対応のログは**ログ（新GA）**で確認できます。
　
※データ反映約48時間後"
【ログ|グーグルアナリティクス】ログの集計方法,"【ログ（GA）　ログの集計方法】

1. ログを閲覧する

■集計期間の指定
手順1.管理画面TOPページの左メニューにある、「ログ（GA）」を選択ください。


手順2. 集計期間を指定します。

集計期間メニューの日付をクリックください。
※ログの反映は48時間後以降です。

手順3. カレンダーが出現するので、集計期間の開始日を指定ください。

※開始日はログ抽出作業を行う日から過去１年間の期間まで指定できます。

手順4. 集計期間の終了日も同等に指定ください。※ログの反映は２日後以降です。

手順5. 「集計する」ボタンをクリックすると、ログが表示されます。

■コンテンツごとのログを閲覧
指定した集計期間中にログ取得が出来ているコンテンツの、詳細ログを確認できます。

手順1. ログメニューTOPの下部に、コンテンツごとの詳細ログが表示
UU、PV、SNS共有数、SNS内訳はこの画面にて確認可能です。

手順2. 右端の詳細列にある「表示」をクリック

手順3. ログ詳細項目にある、各項目をクリックし閲覧

各項目の数値がグラフになって表示されます。"
【ログ|グーグルアナリティクス】取得可能なログの種類,"■ログ（GA）にて取得可能なログ情報は以下の通りです。

・ユニークユーザー（UU）
・ページビュー（PV）
・SNS共有数
・SNS内訳
・直帰数
・離脱数
・エンゲージメント率　※ログ（新GA）のみ
・平均ページ滞在時間
・ブラウザ
・年齢
・性別
・地域別
・外部リンクのログ
ユニークユーザー（UU）
**ログ（GA)**
特定の期間内にウェブサイトに訪問したユーザーの数を表す数値です。
期間内なら同じウェブサイトに同じユーザーが何度も訪問した場合でも、
ユニークユーザーは１としてカウントされます。

ユニークユーザーの判定方法は大まかには
・特定の期間内において1回以上サイトを訪問したユーザーは全て1UUとカウント
・クッキーの履歴の有無
・新規IPの有無
などいくつかの要因で決められる指標です。

**ログ（新GA）**
同じユーザーが異なる流入元からアクセスしても別のセッションにならないため
UU数が新たにカウントされません。
同様に、日付をまたぐアクセスも別のセッションにならないため
UU数が新たにカウントされません。

そのため、ログ（GA)とログ（新GA）で比較するとログ（新GA）のUU数の方が少なく解析されることがあります。

ページビュー（PV）
ページビューとはブラウザにページが読み込まれることです。

ページビュー数は、閲覧されたページの合計数として定義される指標です。 
SNS共有数
コンテンツ制作時に、コンテンツ詳細設定にて
「共有方法（Twitter/Facebook/LINE）」をONにした際に出現する共有ボタンを、クリックした数がカウントされます。
直帰数
**ログ（GA）**
1ページだけ見てサイトを離脱したセッション数を、すべてのセッション数で割った値になります。

**ログ（新GA）**
エンゲージメントされていないセッションの割合になります。

**エンゲージメントセッションとは**
0秒以上継続したセッション、コンバージョンイベントが1件以上発生したセッション、ページまたは画面の閲覧または視聴が2件以上発生したセッションです。
離脱数　※ログ（GA）のみ
個々のページのすべてのページビューで、そのページがセッションの最後のページになった割合を示します。
平均ページ滞在時間
特定のページあるいは一連のページを閲覧した平均時間のことを示します。該当ページから直帰した場合は、計測不可能（＝平均滞在時間0秒）となります。
ブラウザ
どのブラウザからアクセスされたかが表示されます。
年齢
年齢層ごとに分類して表示します。18 歳未満のデータは除外されています。
性別
性別ごとに分類して表示します。
地域別
利用ユーザーののおおよその場所を特定することができます。
※IPから導き出した地域情報は必ずしも正確ではございません。
外部リンクコンテンツ
外部リンクコンテンツへのアクセス数が確認できます。

注意事項
GAログはGoogle独自のロジックに基づく集計結果となっております。
IPアドレス等から地域を判別したり、ユーザーが過去訪問したサイトなどから推定の年齢や性別を判別しているようですが、
詳細につきましては、Google社へご確認くださいますようお願い申し上げます。

※リダイレクト先に指定した外部サイトのアクセス数ではございませんのでご注意ください。

※キュリアのスマホサイトコンテンツ内に外部サイトへのリンクを設置いただいた場合も、外部サイトへのアクセス数の取得はできかねます。

※2021年4月20日のバージョンアップで機能追加されました。
バージョンアップ前に作成されたコンテンツでは外部リンクのログは取得されていませんが、コンテンツ管理画面の編集→再度完了（保存）を行うことでこの機能が有効になります。
エンゲージメント率　※ログ（新GA）のみ
ユーザーが10 秒以上継続したセッションや1 件以上のコンバージョンイベントが発生したセッションはエンゲージメントがあったとみなされ、全セッションの内、エンゲージメントがあったセッションの割合を示します。"
【ログ|グーグルアナリティクス】データ抽出方法,"■CSVのダウンロード方法

各項目に設置されている【CSVをダウンロード】ボタンをクリックすると

CSV形式で数値がまとめられたデータがダウンロードできます。


■PDFデータのダウンロード方法

各コンテンツのログの「詳細」をクリック
↓
画面右上にある【PDFダウンロード】をクリックすると、
画面で表示されているグラフのPDFデータがダウンロードできます。"
【ログ|CSV】キュリア独自ログの集計・抽出方法,"■キュリアログの確認

コンテンツー覧、各コンテンツの右端に、画像のような「クーポンコード一覧（数字）」などの記載があります。
こちらがキュリア独自のログです。
クリックいただくと、ログの詳細を確認いただけます。


■キュリアログの集計方法

集計期間を選択し「集計する」をクリックしてください。
等数があるコンテンツは、特典ごとにタブが分かれています。
それぞれクリックして確認してください。
■CSVデータのダウンロード

表示されている各種データをCSVでダウンロードできます。
右上の「CSVダウンロード」や「全件CSVダウンロード」をクリックしご確認ください。

CSVデータ抽出時の注意点
コンテンツ運用中に設問などの変更をおこなった場合
変更前に収集したデータをCSV出力できなくなります。ご注意ください。
（最新のフォーム項目のみCSV出力されます）

変更前に収集したデータは管理画面で確認することは可能です。
変更前データのCSVも必要な場合は、設問変更前に一度CSV出力しておくことを
推奨いたします。

**フォーム変更時のアナウンス表示**"
ログ（GA）とログ（新GA）の違い,"キュリアのログはGoogleアナリティクスが解析したしたログデータを利用しております。
Googleアナリティクス内で解析方法が2種類あり、
ログ（GA）はユニバーサルアナリティクス（UA）を使用し
**ログ（新GA）はGA4を使用しております。**

Google側の運用に伴い、ユニバーサルアナリティクスは2023年6月末にサポートが終了するため、キュリアのログもGA4に移行することになりました。
キュリアでは2023年4月20日よりログ（新GA）でGA4でのログ集計を行なっております。
ユニバーサルアナリティクスのサポートが終了後のログ（GA）の運用について
2023年6月末にユニバーサルアナリティクスのサポートが終了すると
■2023年7月1日以降、すべてのログ集計が停止します。
■過去のデータ閲覧も2023年12月末で終了します。
■Googleアナリティクスの仕様上、
ログ（GA）ユニバーサルアナリティクスで収集した過去データは、ログ（新GA）GA4へ移行はできません。 
ログ（GA）とログ（新GA）の違い
ログ（GA）はユニバーサルアナリティクスを使用し、
ログ（新GA）はGA4を使用しており、それぞれGoogleアナリティクス側での計測方法が異なります。
ユニバーサルアナリティクスで使用していた指標の定義がGA4で変更されたため
数値に差が生じます。
"
【ログ】性別の男女、年齢層の各データが「その他」になる,"コンテンツの表示回数が少ない場合にはしきい値が適用されている可能性があります。

Googleアナリティクス内でしきい値が適用され、
一定数以下の場合に、性別の男女、年齢層の各データが除外されることがあり
「未集計（該当するコンテンツはありません。）」か「その他」と集計されることがあります。"
【よくある質問|ビジネス/ベーシックプラン|ログ】どんなログを取得することができますか？,"キュリアでは、2種類のログを確認いただけます。
詳細はこちら
https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/category/02c45b900243a7da75048b0173ed3e8ad410c84a/"
【グーグルアナリティクス|HTMLタグ|ビジネス/ベーシックプラン】グーグルアナリティクスなどのタグを設置することはできますか？,タグを設置することはできません。
【グーグルアナリティクス|よくある質問|CSV|ビジネス/ベーシックプラン】ログのグラフとCSVの数値が一致しないのですがなぜですか？,"一見すると「グラフ」と「CSV」で数値が異なるように見えますが
Google アナリティクス上では正常に集計できております。

 
【ブラウザ】【年齢】【性別】の3種類のログは
「グラフ」と「CSV」で単位が異なります。

■グラフ：％
■CSV：数

その為、表示される数値自体は一致しませんが正常な集計結果になります。


※集計されたログデータはGoogle アナリティクスの技術を利用したデータになります。

他のWebサイトでの利用と同様に参考値としてご利用ください。"
【よくある質問|ビジネス/ベーシックプラン|ログ】アクセスログはいつ反映されますか？,"GAのログは2日後（約48時間経過以降）からの反映となっております。
多少の時間のラグがございますことをご了承くださいませ。

ログの詳細はこちら
https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/category/02c45b900243a7da75048b0173ed3e8ad410c84a/"
【グーグルアナリティクス|よくある質問|ビジネス/ベーシックプラン】アクセス数のログは取得できますか？,"コンテンツごとに、
ユニークユーザー（UU）数とページビュー（PV）数が取得できます。
※ログは2日後（約48時間経過後）からの反映となっております。

■ユニークユーザー（UU）とは
特定の期間内にウェブサイトに訪問したユーザーの数を表す数値です。
期間内なら同じウェブサイトに同じユーザーが何度も訪問した場合でも、
ユニークユーザーは１としてカウントされます。

ユニークユーザーの判定方法は大まかには

・特定の期間内において1回以上サイトを訪問したユーザーは
　全て1UUとカウント
・クッキーの履歴の有無
・新規IPの有無

などいくつかの要因で決められる”指標”でございます。


■ページビュー（PV）とは
ページビューとはブラウザにページが読み込まれることです。
ページビュー数は、閲覧されたページの合計数として定義される指標です。

ログの詳細はこちら
https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/category/02c45b900243a7da75048b0173ed3e8ad410c84a/
"
【よくある質問|ビジネス/ベーシックプラン】キュリアコンテンツへの流入経路を知る方法はありますか？,"キュリアで獲得できるログ項目で、流入経路の項目はございません。

複数の流入経路（媒体）を用意し、調査したい場合は、
調査媒体ごとにコンテンツを作成し、各コンテンツのログを獲得ください。

例）A-1コンテンツはWEB_A、A-2コンテンツはWEB_B、A-3コンテンツは紙媒体
※上記の場合、出現クーポン数などを統合し運用することはできません。


その他方法としては、
外部サイトにコンテンツ掲載されている場合（流入元）、外部サイト側でのログをご確認ください。

"
【グーグルアナリティクス|よくある質問|ビジネス/ベーシックプラン】ログを確認したのですが数値に違和感があり該当コンテンツが表示されません,"集計期間の設定に誤りがいないかご確認ください。
集計期間は前々日までの直近一週間分が最初に表示されています。


集計期間をコンテンツの公開期間に合わせて「集計する」ボタンをクリックして表示ください。

ログの詳細はこちら
https://tayori.com/faq/0907e81a5504cfabd50c758d690d70abbc4a280b/category/02c45b900243a7da75048b0173ed3e8ad410c84a/"
【ギフトコード】DXプランについて,"担当が貴社案件獲得をサポートするサービスです。
勉強会、営業資料、資料作成、営業同行(ZOOM)などを提供させていただきます。
価格設定の考え方や金額提示の仕方、営業部をどう動かしていくかなど
販売のための必要なアドバイスと提案を伴走します。

ご興味がございましたら各営業担当、もしくはサポートまでご連絡ください。
サポートお問い合わせメールアドレス：support@qlear.cloud"
【アカウント】アカウント追加・変更・削除をしたい,"ご契約のプランによって追加上限数がございます。
追加ご希望の際はキュリアサポートまでご連絡ください。
サポートお問い合わせメールアドレス：support@qlear.cloud

ご提供可能なアカウント総数はプランごとに異なります。
詳細はサポートまでお問い合わせください。

※ご契約社内でのアカウント利用に限ります。
※1つのログインアカウントを複数人で同時に利用できません。
　必要な人数分追加のご依頼をお願いします。
※アカウントによっての権限差異はありません。
対象プラン
クリエイティブプラン（印刷会社様向けの2次利用が可能なプラン）
詳細
【アカウント作成に必要な情報】
?氏名（もしくは部署名）
?メールアドレス
?電話番号
?パスワード（半角英数字8文字以上）"
【ビジネスプラン|ギフトコード】ビジネスプランへ変更したい,"営業担当もしくは、キュリアサポートまでご連絡ください。
サポートお問い合わせメールアドレス：support@qlear.cloud"
【アカウント|解約|ギフトコード】解約方法について教えて下さい,"営業担当もしくは、キュリアサポートまでご連絡ください。
サポートお問い合わせメールアドレス：support@qlear.cloud"
【経理|よくある質問】キュリア導入後の減価償却はどうなりますか？,"初期費用はソフトウェアの減価償却でお願いします。
月額費用は支払い手数料でお願いします。

詳しくはお付き合いのある税理士に相談お願いします。"
【素材・資料|パスワード】事例・素材サイトのパスワードを忘れました,"毎月配信しているメールに最新のパスワードが記載されております。

メールが見当たらない方は弊社サポートまでご連絡ください。
support@qlear.cloud"
【アカウント|同時ログイン・アクセス】同時ログイン・編集はできますか？,同時ログインは可能ですが、同時編集はできません。
【アカウント|独自ドメイン】コンテンツのURLを独自のドメインに変更できますか？,"現在はスラッシュで区切った以下の1階層目と2階層目が変更できる仕様になっております。 qlear.cloud/(URL1階層目)/(URL2階層目)

※URL1階層目は、ご契約時に決定していただきます。

※URL2階層目は、コンテンツごとに変更可能です。
注意事項
・「半角英数字」「- ハイフン」「_ アンダーバー」のみご使用可能です。
その他の「. ドット」「/ スラッシュ」などの特殊文字はご利用頂けません。

・汎用的な名前や固有名詞になっているもの等につきましてはお断りさせていただいております。"
【利用上限】各種利用数とはなんですか？,"発行可能なQRコードの数や現在作利用されている数の内訳です。

お客様のご契約プランにより発行可能数は異なります。

（イメージ）"
